,State,Step,Susceptible,Infected,Removed,Dead,GDP Drop
56,New York,56,6040000,10000,13340000,60000,0.011002570694087247
57,New York,57,6035000,25000,13330000,60000,0.011002570694087247
58,New York,58,6045000,10000,13335000,60000,0.010992287917737634
59,New York,59,5995000,20000,13375000,60000,0.010982005141388017
60,New York,60,5995000,10000,13385000,60000,0.010951156812339175
61,New York,61,5995000,20000,13375000,60000,0.010910025706940718
62,New York,62,5995000,0,13395000,60000,0.010910025706940718
63,New York,63,5985000,30000,13375000,60000,0.010879177377891876
64,New York,64,5975000,30000,13385000,60000,0.010858611825192648
65,New York,65,5960000,45000,13385000,60000,0.010838046272493419
66,New York,66,6005000,10000,13375000,60000,0.010838046272493419
67,New York,67,6005000,10000,13375000,60000,0.010796915167094964
68,New York,68,6060000,25000,13305000,60000,0.010776349614395735
69,New York,69,6040000,20000,13330000,60000,0.010735218508997278
70,New York,70,6065000,20000,13305000,60000,0.010724935732647663
71,New York,71,6095000,30000,13265000,60000,0.010683804627249206
72,New York,72,6110000,30000,13250000,60000,0.010663239074549979
73,New York,73,6175000,10000,13205000,60000,0.010652956298200364
74,New York,74,6180000,20000,13190000,60000,0.010570694087403451
75,New York,75,6225000,5000,13160000,60000,0.010539845758354607
76,New York,76,6270000,25000,13095000,60000,0.010508997429305765
77,New York,77,6270000,20000,13100000,60000,0.01044730077120808
78,New York,78,6315000,35000,13040000,60000,0.01039588688946001
79,New York,79,6320000,15000,13055000,60000,0.010365038560411167
80,New York,80,6350000,25000,13015000,60000,0.010334190231362323
81,New York,81,6375000,25000,12990000,60000,0.010272493573264638
82,New York,82,6420000,35000,12935000,60000,0.010231362467866182
83,New York,83,6465000,40000,12885000,60000,0.01017994858611811
84,New York,84,6530000,40000,12820000,60000,0.010138817480719653
85,New York,85,6600000,25000,12765000,60000,0.01012853470437004
86,New York,86,6685000,15000,12690000,60000,0.010056555269922742
87,New York,87,6795000,20000,12575000,60000,0.009994858611825055
88,New York,88,6850000,25000,12515000,60000,0.009943444730076984
89,New York,89,6895000,30000,12460000,65000,0.00991259640102814
90,New York,90,6975000,30000,12380000,65000,0.009871465295629685
91,New York,91,7030000,30000,12325000,65000,0.009840616966580841
92,New York,92,7105000,45000,12235000,65000,0.009778920308483157
93,New York,93,7215000,15000,12155000,65000,0.009717223650385472
94,New York,94,7290000,45000,12050000,65000,0.009645244215938173
95,New York,95,7400000,50000,11935000,65000,0.009532133676092415
96,New York,96,7530000,60000,11795000,65000,0.009408740359897047
97,New York,97,7565000,70000,11750000,65000,0.009316195372750519
98,New York,98,7695000,25000,11665000,65000,0.009254498714652833
99,New York,99,7775000,65000,11545000,65000,0.00915167095115669
0,Pennsylvania,0,10030000,275000,2485000,10000,0.040250000000000154
1,Pennsylvania,1,9705000,600000,2485000,10000,0.03556250000000003
2,Pennsylvania,2,9430000,875000,2485000,10000,0.03168749999999991
3,Pennsylvania,3,9155000,1145000,2490000,10000,0.02820312499999974
4,Pennsylvania,4,8855000,1445000,2490000,10000,0.025281249999999596
5,Pennsylvania,5,8570000,1710000,2510000,10000,0.022671874999999626
6,Pennsylvania,6,8310000,1960000,2520000,10000,0.020515624999999673
7,Pennsylvania,7,8055000,2180000,2555000,10000,0.01864062499999971
8,Pennsylvania,8,7830000,2370000,2590000,10000,0.017093749999999745
9,Pennsylvania,9,7575000,2590000,2625000,10000,0.015609374999999776
10,Pennsylvania,10,7400000,2715000,2675000,10000,0.014499999999999796
11,Pennsylvania,11,7170000,2885000,2735000,10000,0.013593749999999816
12,Pennsylvania,12,6980000,3015000,2795000,10000,0.012671874999999838
13,Pennsylvania,13,6820000,3040000,2930000,10000,0.011968749999999853
14,Pennsylvania,14,6665000,3055000,3070000,10000,0.011437499999999866
15,Pennsylvania,15,6545000,3020000,3225000,10000,0.010890624999999876
16,Pennsylvania,16,6415000,3005000,3370000,10000,0.010453124999999886
17,Pennsylvania,17,6300000,2870000,3615000,15000,0.009984374999999896
18,Pennsylvania,18,6225000,2720000,3840000,15000,0.009749999999999901
